video_id,frame_number,child_id,age,cds_present,face_present,child_present,adult_present,person_age_class,proximity,gaze_direction
44,36830,264556,4.31,0,0,0,1,adult,,none
44,37130,264556,4.31,0,0,1,0,child,,none
44,37340,264556,4.31,0,1,0,1,adult,0.6780709301622156,0.0
44,38040,264556,4.31,0,0,0,1,adult,,none
44,38860,264556,4.31,0,0,0,0,none,,none
44,39000,264556,4.31,0,1,0,1,adult,0.8169850432649822,1.0
44,39110,264556,4.31,0,0,0,0,none,,none
44,39160,264556,4.31,0,1,0,1,adult,0.7051904638881725,1.0
44,39370,264556,4.31,0,1,0,1,adult,0.8560677193065984,1.0
44,39400,264556,4.31,0,1,0,1,adult,0.9272624528915162,1.0
44,39560,264556,4.31,0,1,1,1,both,0.8514680675243184,1.0
44,40300,264556,4.31,0,0,0,0,none,,none
44,40720,264556,4.31,0,0,0,0,none,,none
44,40990,264556,4.31,0,0,0,0,none,,none
44,41510,264556,4.31,0,0,0,0,none,,none
44,41870,264556,4.31,0,1,0,1,adult,0.7544562956880377,1.0
44,42280,264556,4.31,0,0,0,0,none,,none
44,42550,264556,4.31,0,1,1,1,both,0.8893179030421591,1.0
44,42660,264556,4.31,0,1,0,1,adult,1.0,0.0
44,42850,264556,4.31,0,1,0,1,adult,1.0,0.0
44,43410,264556,4.31,0,0,0,1,adult,,none
44,43500,264556,4.31,0,0,0,1,adult,,none
44,43890,264556,4.31,0,0,0,1,adult,,none
44,43990,264556,4.31,0,0,0,1,adult,,none
44,44030,264556,4.31,0,0,0,0,none,,none
44,44090,264556,4.31,0,0,0,1,adult,,none
44,44340,264556,4.31,0,0,1,0,child,,none
44,44420,264556,4.31,0,0,0,0,none,,none
44,44590,264556,4.31,0,0,0,1,adult,,none
44,44700,264556,4.31,0,0,1,1,both,,none
44,45280,264556,4.31,0,1,0,1,adult,0.8719041740933114,1.0
44,45290,264556,4.31,0,1,0,1,adult,0.899396778268032,1.0
44,45680,264556,4.31,0,0,0,1,adult,,none
44,45770,264556,4.31,0,1,0,1,adult,0.9337899413471198,0.0
44,46100,264556,4.31,0,0,0,1,adult,,none
44,46460,264556,4.31,0,0,0,1,adult,,none
44,46530,264556,4.31,0,0,0,1,adult,,none
44,46780,264556,4.31,0,0,0,1,adult,,none
44,46920,264556,4.31,0,1,1,1,both,0.6331414855955273,0.0
44,47190,264556,4.31,0,1,0,1,adult,1.0,1.0
44,47240,264556,4.31,0,1,0,1,adult,0.6655022638960278,1.0
44,47390,264556,4.31,0,1,1,1,both,0.7113441352563558,0.0
44,47470,264556,4.31,0,1,0,1,adult,0.7131202641807067,0.0
44,47510,264556,4.31,0,1,0,1,adult,0.70066147823682,0.0
44,47900,264556,4.31,0,1,0,1,adult,0.6881730756262202,0.0
44,48130,264556,4.31,0,1,1,1,both,0.568246481320705,0.0
44,48380,264556,4.31,0,0,1,0,child,,none
44,48450,264556,4.31,0,1,0,1,adult,0.7493958277529396,1.0
44,48490,264556,4.31,0,1,0,1,adult,0.7198443674825568,0.0
44,48690,264556,4.31,0,0,0,1,adult,,none
44,48730,264556,4.31,0,0,0,0,none,,none
44,49330,264556,4.31,0,1,1,1,both,0.5446238297430833,0.0
44,50270,264556,4.31,0,0,0,1,adult,,none
44,50400,264556,4.31,0,0,1,0,child,,none
44,50550,264556,4.31,0,0,0,0,none,,none
44,51360,264556,4.31,0,1,1,0,child,0.5924820547354669,1.0
44,51580,264556,4.31,0,1,0,1,adult,0.734136649087579,0.0
44,51720,264556,4.31,0,1,0,1,adult,0.6932237128190061,0.0
44,51730,264556,4.31,0,1,0,1,adult,0.6946721918128718,0.0
44,52340,264556,4.31,0,1,0,1,adult,0.7038447721493697,1.0
44,52350,264556,4.31,0,1,0,1,adult,0.7080640271979961,0.0
44,52450,264556,4.31,0,0,0,1,adult,,none
44,52490,264556,4.31,0,1,0,1,adult,0.724656702504101,0.0
44,52630,264556,4.31,0,0,0,1,adult,,none
44,52890,264556,4.31,0,1,0,1,adult,0.7601972003188797,1.0
44,53440,264556,4.31,0,1,0,1,adult,0.7541368587827755,0.0
44,53580,264556,4.31,0,1,0,1,adult,0.7479218386049722,0.0
44,53630,264556,4.31,0,1,0,1,adult,0.7443232891595591,0.0
44,53710,264556,4.31,0,0,0,1,adult,,none
44,53810,264556,4.31,0,0,0,0,none,,none
48,730,258704,4.78,0,0,1,0,child,,none
48,1210,258704,4.78,0,0,1,0,child,,none
48,2460,258704,4.78,0,0,1,0,child,,none
48,3100,258704,4.78,0,0,1,0,child,,none
48,3580,258704,4.78,0,0,0,0,none,,none
48,3810,258704,4.78,0,0,0,0,none,,none
48,4110,258704,4.78,0,0,0,0,none,,none
48,4360,258704,4.78,0,0,1,0,child,,none
48,4820,258704,4.78,0,0,0,0,none,,none
48,4860,258704,4.78,0,0,0,0,none,,none
48,5240,258704,4.78,0,0,0,0,none,,none
48,6460,258704,4.78,0,0,1,0,child,,none
48,6730,258704,4.78,0,0,1,0,child,,none
48,6820,258704,4.78,0,0,0,0,none,,none
48,7240,258704,4.78,0,0,0,0,none,,none
48,7260,258704,4.78,0,0,0,0,none,,none
48,8360,258704,4.78,1,1,1,1,both,0.4489016429684821,1.0
48,8630,258704,4.78,0,1,1,1,both,0.5467121780656825,1.0
48,8730,258704,4.78,1,1,1,1,both,0.5215744722139787,1.0
48,8860,258704,4.78,0,1,0,1,adult,0.5087427402611043,1.0
48,9000,258704,4.78,0,1,1,1,both,0.49702997077496885,1.0
48,9290,258704,4.78,0,1,1,1,both,0.597853690610783,1.0
48,9510,258704,4.78,0,1,1,1,both,0.5983963724743782,0.0
48,9950,258704,4.78,0,0,1,0,child,,none
48,10510,258704,4.78,0,0,0,0,none,,none
48,11220,258704,4.78,0,0,0,0,none,,none
48,11590,258704,4.78,0,0,0,0,none,,none
48,11660,258704,4.78,0,0,0,0,none,,none
48,12290,258704,4.78,0,0,0,0,none,,none
48,12470,258704,4.78,0,0,0,0,none,,none
48,12810,258704,4.78,0,0,0,0,none,,none
48,13080,258704,4.78,0,0,0,0,none,,none
48,13300,258704,4.78,0,0,0,0,none,,none
48,13540,258704,4.78,0,0,0,0,none,,none
48,14260,258704,4.78,0,0,0,0,none,,none
