video_id,frame_number,child_id,age,child_present,adult_present,person_age_class
64,42820,260772,4.72,0,1,adult
64,44420,260772,4.72,0,1,adult
64,44740,260772,4.72,0,1,adult
64,45040,260772,4.72,0,1,adult
64,45710,260772,4.72,1,0,child
64,45800,260772,4.72,0,1,adult
64,45870,260772,4.72,1,1,both
64,45880,260772,4.72,1,1,both
64,46650,260772,4.72,0,1,adult
64,49000,260772,4.72,0,1,adult
64,49570,260772,4.72,0,1,adult
64,49640,260772,4.72,0,1,adult
64,50220,260772,4.72,0,1,adult
64,50280,260772,4.72,0,1,adult
64,51530,260772,4.72,1,0,child
64,52460,260772,4.72,1,0,child
75,170,257147,4.53,1,1,both
75,300,257147,4.53,0,1,adult
75,620,257147,4.53,1,0,child
75,990,257147,4.53,1,0,child
75,1000,257147,4.53,1,0,child
75,1570,257147,4.53,1,0,child
75,1700,257147,4.53,1,0,child
75,1970,257147,4.53,1,0,child
75,1990,257147,4.53,1,0,child
75,2400,257147,4.53,1,0,child
75,2850,257147,4.53,1,0,child
75,3060,257147,4.53,1,0,child
75,3180,257147,4.53,1,0,child
75,3250,257147,4.53,1,0,child
75,3640,257147,4.53,1,0,child
75,3720,257147,4.53,1,0,child
75,3840,257147,4.53,1,0,child
75,3860,257147,4.53,1,0,child
75,3910,257147,4.53,1,0,child
75,4270,257147,4.53,1,0,child
75,4330,257147,4.53,1,0,child
75,4410,257147,4.53,1,0,child
75,4950,257147,4.53,1,0,child
75,5110,257147,4.53,1,0,child
75,5190,257147,4.53,1,0,child
75,6050,257147,4.53,1,0,child
75,6440,257147,4.53,1,0,child
75,7130,257147,4.53,1,0,child
75,7340,257147,4.53,1,0,child
75,7860,257147,4.53,1,0,child
75,8160,257147,4.53,1,0,child
75,8290,257147,4.53,1,0,child
75,8650,257147,4.53,1,0,child
75,8660,257147,4.53,1,0,child
75,8900,257147,4.53,1,0,child
75,9610,257147,4.53,1,0,child
75,9690,257147,4.53,1,0,child
75,10610,257147,4.53,1,0,child
75,10790,257147,4.53,1,0,child
75,11290,257147,4.53,1,0,child
75,12360,257147,4.53,1,0,child
75,12580,257147,4.53,1,0,child
75,12990,257147,4.53,1,0,child
75,13180,257147,4.53,1,0,child
75,13270,257147,4.53,1,0,child
75,13630,257147,4.53,1,0,child
75,13660,257147,4.53,1,0,child
75,14090,257147,4.53,1,0,child
75,14230,257147,4.53,1,0,child
75,14400,257147,4.53,1,0,child
75,14480,257147,4.53,1,0,child
75,14540,257147,4.53,1,0,child
75,14590,257147,4.53,1,0,child
75,15110,257147,4.53,1,0,child
75,15130,257147,4.53,1,0,child
75,15210,257147,4.53,1,0,child
75,15400,257147,4.53,1,0,child
75,15460,257147,4.53,1,0,child
75,15750,257147,4.53,1,0,child
75,15860,257147,4.53,1,0,child
75,16100,257147,4.53,1,0,child
75,16530,257147,4.53,1,0,child
75,16570,257147,4.53,1,0,child
75,17070,257147,4.53,1,0,child
75,17620,257147,4.53,1,0,child
75,17760,257147,4.53,1,0,child
75,18970,257147,4.53,1,0,child
75,19140,257147,4.53,1,0,child
75,19220,257147,4.53,1,0,child
75,19320,257147,4.53,1,0,child
75,19470,257147,4.53,1,0,child
75,20030,257147,4.53,1,0,child
75,20310,257147,4.53,1,0,child
75,20470,257147,4.53,1,0,child
75,21380,257147,4.53,1,0,child
75,21440,257147,4.53,1,0,child
75,22460,257147,4.53,1,0,child
75,23200,257147,4.53,1,0,child
75,25250,257147,4.53,1,0,child
75,25510,257147,4.53,1,0,child
75,25850,257147,4.53,1,0,child
75,26080,257147,4.53,1,0,child
75,26200,257147,4.53,1,0,child
75,26300,257147,4.53,1,0,child
75,26580,257147,4.53,1,0,child
75,26670,257147,4.53,1,0,child
75,26680,257147,4.53,1,0,child
75,27210,257147,4.53,1,0,child
75,27500,257147,4.53,1,0,child
75,28610,257147,4.53,1,0,child
75,28930,257147,4.53,1,0,child
75,29390,257147,4.53,1,0,child
75,29400,257147,4.53,1,0,child
75,29770,257147,4.53,1,0,child
75,30450,257147,4.53,1,0,child
75,30600,257147,4.53,1,0,child
75,30780,257147,4.53,1,0,child
75,30790,257147,4.53,1,0,child
75,30890,257147,4.53,1,0,child
75,31290,257147,4.53,1,0,child
75,31450,257147,4.53,1,0,child
75,31780,257147,4.53,1,0,child
75,31840,257147,4.53,1,0,child
75,32390,257147,4.53,1,0,child
75,32490,257147,4.53,1,0,child
75,32620,257147,4.53,1,0,child
75,32980,257147,4.53,1,0,child
75,33550,257147,4.53,1,0,child
75,33590,257147,4.53,1,0,child
75,33600,257147,4.53,1,0,child
75,33830,257147,4.53,1,0,child
75,33920,257147,4.53,1,0,child
75,33950,257147,4.53,1,0,child
75,34110,257147,4.53,1,0,child
75,34170,257147,4.53,1,0,child
75,34630,257147,4.53,1,0,child
75,34990,257147,4.53,1,0,child
75,35150,257147,4.53,1,0,child
75,35450,257147,4.53,1,0,child
75,35570,257147,4.53,1,0,child
75,35620,257147,4.53,1,0,child
75,35650,257147,4.53,1,0,child
75,35850,257147,4.53,1,0,child
75,36660,257147,4.53,1,0,child
75,37530,257147,4.53,1,0,child
75,37680,257147,4.53,1,0,child
75,37870,257147,4.53,1,0,child
75,38500,257147,4.53,1,0,child
75,38800,257147,4.53,1,0,child
75,38810,257147,4.53,1,0,child
75,38840,257147,4.53,1,0,child
75,38880,257147,4.53,1,0,child
75,39080,257147,4.53,1,0,child
75,39460,257147,4.53,1,0,child
75,39490,257147,4.53,1,0,child
75,39890,257147,4.53,1,0,child
75,39990,257147,4.53,1,0,child
75,40210,257147,4.53,1,0,child
75,40250,257147,4.53,1,0,child
75,40560,257147,4.53,1,0,child
75,40820,257147,4.53,1,0,child
75,41350,257147,4.53,1,0,child
75,41440,257147,4.53,1,0,child
75,41630,257147,4.53,1,0,child
75,41930,257147,4.53,1,0,child
75,42080,257147,4.53,1,0,child
75,42140,257147,4.53,1,0,child
75,42490,257147,4.53,1,0,child
75,43330,257147,4.53,1,0,child
75,43440,257147,4.53,1,0,child
75,43530,257147,4.53,1,0,child
75,44110,257147,4.53,1,0,child
75,44320,257147,4.53,1,0,child
75,44710,257147,4.53,1,0,child
75,45320,257147,4.53,1,0,child
75,45900,257147,4.53,1,0,child
75,46270,257147,4.53,1,0,child
75,46400,257147,4.53,1,0,child
75,46530,257147,4.53,1,0,child
75,46850,257147,4.53,1,0,child
75,46860,257147,4.53,1,0,child
75,46920,257147,4.53,1,0,child
75,47270,257147,4.53,1,0,child
75,48180,257147,4.53,1,0,child
75,48510,257147,4.53,1,0,child
75,48580,257147,4.53,1,0,child
75,48890,257147,4.53,1,0,child
75,48910,257147,4.53,1,0,child
75,49040,257147,4.53,1,0,child
75,49060,257147,4.53,1,0,child
75,49130,257147,4.53,1,0,child
75,49380,257147,4.53,1,0,child
75,49850,257147,4.53,1,0,child
75,50160,257147,4.53,1,0,child
75,51220,257147,4.53,1,0,child
75,51330,257147,4.53,1,0,child
75,51480,257147,4.53,1,0,child
75,51620,257147,4.53,1,0,child
75,51960,257147,4.53,1,0,child
75,52690,257147,4.53,1,0,child
75,52840,257147,4.53,1,0,child
75,52890,257147,4.53,1,0,child
75,53130,257147,4.53,1,0,child
75,53570,257147,4.53,1,0,child
75,53590,257147,4.53,1,0,child
75,53600,257147,4.53,1,0,child
87,570,254922,5.98,0,1,adult
87,890,254922,5.98,0,1,adult
87,3180,254922,5.98,1,0,child
87,5530,254922,5.98,1,0,child
87,5760,254922,5.98,0,1,adult
87,5830,254922,5.98,1,1,both
87,6370,254922,5.98,0,1,adult
87,7720,254922,5.98,0,1,adult
87,9890,254922,5.98,0,1,adult
87,11990,254922,5.98,0,1,adult
87,15950,254922,5.98,0,1,adult
87,17730,254922,5.98,0,1,adult
87,20710,254922,5.98,0,1,adult
87,21890,254922,5.98,0,1,adult
87,23340,254922,5.98,0,1,adult
87,27920,254922,5.98,0,1,adult
87,28530,254922,5.98,1,0,child
87,33810,254922,5.98,1,0,child
87,35500,254922,5.98,1,0,child
87,40170,254922,5.98,0,1,adult
87,40290,254922,5.98,1,0,child
87,40900,254922,5.98,1,0,child
87,41440,254922,5.98,1,0,child
87,42880,254922,5.98,0,1,adult
87,42960,254922,5.98,0,1,adult
87,43400,254922,5.98,0,1,adult
87,47990,254922,5.98,1,0,child
87,49720,254922,5.98,0,1,adult
87,51940,254922,5.98,1,0,child
87,52470,254922,5.98,0,1,adult
91,680,257291,5.07,0,1,adult
91,1170,257291,5.07,0,1,adult
91,1500,257291,5.07,0,1,adult
91,1510,257291,5.07,0,1,adult
91,1610,257291,5.07,0,1,adult
91,1850,257291,5.07,0,1,adult
91,2300,257291,5.07,0,1,adult
91,2600,257291,5.07,0,1,adult
91,2630,257291,5.07,0,1,adult
91,2850,257291,5.07,0,1,adult
91,2960,257291,5.07,0,1,adult
91,5120,257291,5.07,0,1,adult
91,5380,257291,5.07,0,1,adult
91,22450,257291,5.07,0,1,adult
91,52090,257291,5.07,1,1,both
91,52130,257291,5.07,0,1,adult
115,1690,258309,5.81,1,0,child
115,3820,258309,5.81,0,1,adult
115,3920,258309,5.81,0,1,adult
115,4110,258309,5.81,1,1,both
115,6720,258309,5.81,0,1,adult
115,7060,258309,5.81,0,1,adult
115,7660,258309,5.81,0,1,adult
115,8260,258309,5.81,1,0,child
115,9180,258309,5.81,0,1,adult
115,9940,258309,5.81,1,0,child
115,13610,258309,5.81,0,1,adult
115,15580,258309,5.81,0,1,adult
115,21760,258309,5.81,0,1,adult
115,22120,258309,5.81,0,1,adult
115,22740,258309,5.81,1,0,child
115,24960,258309,5.81,0,1,adult
115,24970,258309,5.81,0,1,adult
115,25700,258309,5.81,1,0,child
115,26050,258309,5.81,0,1,adult
115,26780,258309,5.81,0,1,adult
115,27050,258309,5.81,0,1,adult
115,31360,258309,5.81,1,0,child
115,32340,258309,5.81,0,1,adult
115,32570,258309,5.81,0,1,adult
115,34880,258309,5.81,0,1,adult
115,34890,258309,5.81,1,0,child
115,34910,258309,5.81,1,0,child
115,36770,258309,5.81,0,1,adult
115,37310,258309,5.81,0,1,adult
115,37610,258309,5.81,0,1,adult
115,38240,258309,5.81,0,1,adult
115,39610,258309,5.81,0,1,adult
115,43100,258309,5.81,1,0,child
115,44150,258309,5.81,1,0,child
115,44750,258309,5.81,0,1,adult
115,44990,258309,5.81,0,1,adult
115,46380,258309,5.81,1,0,child
115,46450,258309,5.81,0,1,adult
115,49340,258309,5.81,0,1,adult
115,49490,258309,5.81,1,0,child
115,50250,258309,5.81,0,1,adult
115,50910,258309,5.81,0,1,adult
115,50940,258309,5.81,0,1,adult
115,51490,258309,5.81,0,1,adult
115,51790,258309,5.81,1,0,child
115,51880,258309,5.81,0,1,adult
115,52140,258309,5.81,1,0,child
120,40,261609,5.73,0,1,adult
120,220,261609,5.73,0,1,adult
120,240,261609,5.73,0,1,adult
120,1600,261609,5.73,1,0,child
120,1940,261609,5.73,1,1,both
120,2090,261609,5.73,1,0,child
120,2170,261609,5.73,1,0,child
120,2260,261609,5.73,1,1,both
120,2330,261609,5.73,0,1,adult
120,2990,261609,5.73,1,1,both
120,7360,261609,5.73,1,0,child
120,7590,261609,5.73,0,1,adult
120,8060,261609,5.73,1,0,child
120,8140,261609,5.73,1,0,child
120,8240,261609,5.73,1,0,child
120,11190,261609,5.73,1,0,child
120,11660,261609,5.73,0,1,adult
120,11960,261609,5.73,1,1,both
120,12210,261609,5.73,0,1,adult
120,20170,261609,5.73,1,0,child
120,20750,261609,5.73,1,0,child
120,21090,261609,5.73,1,0,child
120,21130,261609,5.73,1,0,child
120,21210,261609,5.73,1,0,child
120,21460,261609,5.73,1,0,child
120,21660,261609,5.73,1,0,child
120,22690,261609,5.73,1,0,child
120,28800,261609,5.73,1,0,child
120,29240,261609,5.73,1,0,child
120,31060,261609,5.73,1,0,child
120,32470,261609,5.73,1,0,child
120,33800,261609,5.73,1,0,child
120,36220,261609,5.73,1,0,child
120,36470,261609,5.73,1,0,child
120,37350,261609,5.73,1,0,child
120,37820,261609,5.73,1,0,child
120,37860,261609,5.73,1,0,child
120,37880,261609,5.73,1,0,child
120,38600,261609,5.73,0,1,adult
120,39910,261609,5.73,0,1,adult
120,40520,261609,5.73,0,1,adult
120,41290,261609,5.73,0,1,adult
120,41330,261609,5.73,0,1,adult
120,41570,261609,5.73,0,1,adult
120,42380,261609,5.73,0,1,adult
120,42510,261609,5.73,1,1,both
120,43120,261609,5.73,0,1,adult
120,43200,261609,5.73,0,1,adult
120,43300,261609,5.73,1,1,both
120,43690,261609,5.73,1,0,child
120,44300,261609,5.73,1,0,child
120,44990,261609,5.73,1,0,child
120,45900,261609,5.73,0,1,adult
120,45960,261609,5.73,1,1,both
120,47200,261609,5.73,1,0,child
120,48190,261609,5.73,0,1,adult
120,48810,261609,5.73,1,0,child
120,48910,261609,5.73,1,1,both
120,48960,261609,5.73,0,1,adult
120,49150,261609,5.73,1,0,child
120,49230,261609,5.73,1,0,child
120,49450,261609,5.73,1,1,both
120,49460,261609,5.73,1,1,both
120,49600,261609,5.73,0,1,adult
120,49660,261609,5.73,0,1,adult
120,50310,261609,5.73,0,1,adult
120,50690,261609,5.73,0,1,adult
120,50920,261609,5.73,0,1,adult
120,51130,261609,5.73,0,1,adult
120,51350,261609,5.73,0,1,adult
120,52120,261609,5.73,0,1,adult
120,53470,261609,5.73,0,1,adult
120,53610,261609,5.73,1,1,both
120,53680,261609,5.73,1,0,child
133,60,255706,5.72,0,1,adult
133,190,255706,5.72,0,1,adult
133,450,255706,5.72,0,1,adult
133,900,255706,5.72,1,1,both
133,1730,255706,5.72,0,1,adult
133,2440,255706,5.72,1,1,both
133,2700,255706,5.72,0,1,adult
133,2880,255706,5.72,1,1,both
133,4210,255706,5.72,0,1,adult
133,4310,255706,5.72,0,1,adult
133,4600,255706,5.72,0,1,adult
133,4900,255706,5.72,0,1,adult
133,5190,255706,5.72,0,1,adult
133,5480,255706,5.72,0,1,adult
133,5960,255706,5.72,1,1,both
133,6320,255706,5.72,1,1,both
133,6600,255706,5.72,0,1,adult
133,7080,255706,5.72,0,1,adult
133,7500,255706,5.72,1,1,both
133,7800,255706,5.72,0,1,adult
133,8780,255706,5.72,0,1,adult
133,8950,255706,5.72,0,1,adult
133,9030,255706,5.72,0,1,adult
133,9420,255706,5.72,0,1,adult
133,9590,255706,5.72,0,1,adult
133,9630,255706,5.72,0,1,adult
133,9890,255706,5.72,0,1,adult
133,10100,255706,5.72,0,1,adult
133,10550,255706,5.72,0,1,adult
133,10640,255706,5.72,0,1,adult
133,10660,255706,5.72,0,1,adult
133,10770,255706,5.72,1,1,both
133,10890,255706,5.72,1,1,both
133,11110,255706,5.72,0,1,adult
133,11160,255706,5.72,0,1,adult
133,11400,255706,5.72,0,1,adult
133,11760,255706,5.72,0,1,adult
133,11770,255706,5.72,1,1,both
133,12180,255706,5.72,0,1,adult
133,12320,255706,5.72,0,1,adult
133,12330,255706,5.72,0,1,adult
133,12950,255706,5.72,0,1,adult
133,13480,255706,5.72,0,1,adult
133,13580,255706,5.72,0,1,adult
133,14200,255706,5.72,0,1,adult
133,14480,255706,5.72,1,1,both
133,14740,255706,5.72,0,1,adult
133,15010,255706,5.72,0,1,adult
133,15180,255706,5.72,0,1,adult
133,15290,255706,5.72,0,1,adult
133,15600,255706,5.72,0,1,adult
133,15970,255706,5.72,0,1,adult
133,16390,255706,5.72,0,1,adult
133,16480,255706,5.72,0,1,adult
133,16690,255706,5.72,0,1,adult
133,17210,255706,5.72,0,1,adult
133,17360,255706,5.72,0,1,adult
133,17450,255706,5.72,1,1,both
133,17560,255706,5.72,1,0,child
133,18220,255706,5.72,0,1,adult
