video_id,frame_number,child_id,kchi_present,age,object_class
303,30520,262179,0,3.62,none
303,32270,262179,0,3.62,10
303,32270,262179,0,3.62,none
303,33250,262179,0,3.62,none
303,33310,262179,0,3.62,none
303,33960,262179,0,3.62,none
303,34080,262179,0,3.62,none
303,34230,262179,0,3.62,none
303,37040,262179,0,3.62,none
303,39010,262179,0,3.62,none
303,39720,262179,0,3.62,none
303,40120,262179,0,3.62,none
303,40410,262179,0,3.62,5
303,40910,262179,0,3.62,10
303,41230,262179,1,3.62,10
303,41470,262179,1,3.62,10
303,41470,262179,1,3.62,10
303,41530,262179,0,3.62,10
303,41530,262179,0,3.62,none
303,42170,262179,1,3.62,none
303,43050,262179,1,3.62,none
303,43100,262179,1,3.62,none
303,44990,262179,1,3.62,none
303,46920,262179,1,3.62,10
303,46920,262179,1,3.62,none
303,46920,262179,1,3.62,6
303,46950,262179,1,3.62,none
303,46950,262179,1,3.62,6
303,48300,262179,0,3.62,none
303,49960,262179,0,3.62,none
303,50010,262179,1,3.62,10
303,51040,262179,0,3.62,none
303,51210,262179,1,3.62,none
303,51440,262179,0,3.62,none
303,52790,262179,0,3.62,none
345,240,262565,0,3.68,none
345,240,262565,0,3.68,5
345,630,262565,0,3.68,none
345,630,262565,0,3.68,5
345,650,262565,0,3.68,none
345,650,262565,0,3.68,5
345,810,262565,0,3.68,none
345,810,262565,0,3.68,5
345,950,262565,0,3.68,none
345,950,262565,0,3.68,5
345,1240,262565,0,3.68,none
345,1240,262565,0,3.68,5
345,1450,262565,0,3.68,none
345,1450,262565,0,3.68,5
345,1580,262565,0,3.68,none
345,1580,262565,0,3.68,5
345,2000,262565,0,3.68,none
345,2000,262565,0,3.68,5
345,2220,262565,0,3.68,none
345,2340,262565,0,3.68,none
345,2340,262565,0,3.68,5
345,3250,262565,0,3.68,none
345,3250,262565,0,3.68,5
345,3450,262565,0,3.68,none
345,3450,262565,0,3.68,5
345,3720,262565,0,3.68,none
345,3740,262565,0,3.68,none
345,3920,262565,0,3.68,none
345,3920,262565,0,3.68,none
345,3920,262565,0,3.68,5
345,3970,262565,0,3.68,none
345,3970,262565,0,3.68,none
345,3970,262565,0,3.68,none
345,3970,262565,0,3.68,5
345,4360,262565,0,3.68,none
345,4360,262565,0,3.68,5
345,4630,262565,0,3.68,none
345,4630,262565,0,3.68,5
345,4770,262565,0,3.68,10
345,4770,262565,0,3.68,none
345,4770,262565,0,3.68,5
345,4840,262565,0,3.68,none
345,5490,262565,0,3.68,5
345,5490,262565,0,3.68,5
345,5660,262565,0,3.68,10
345,5660,262565,0,3.68,none
345,5660,262565,0,3.68,5
345,5720,262565,0,3.68,none
345,5720,262565,0,3.68,5
345,5990,262565,0,3.68,none
345,5990,262565,0,3.68,5
345,6040,262565,0,3.68,none
345,6040,262565,0,3.68,5
345,6120,262565,0,3.68,none
345,6120,262565,0,3.68,5
345,6970,262565,0,3.68,none
345,6970,262565,0,3.68,5
345,7130,262565,0,3.68,none
345,7130,262565,0,3.68,5
345,7210,262565,0,3.68,none
345,7210,262565,0,3.68,5
345,7330,262565,0,3.68,none
345,7330,262565,0,3.68,5
345,7910,262565,0,3.68,none
345,7910,262565,0,3.68,5
345,8640,262565,0,3.68,none
345,8640,262565,0,3.68,5
345,8670,262565,0,3.68,none
345,8670,262565,0,3.68,5
345,8680,262565,0,3.68,none
345,8680,262565,0,3.68,5
345,8790,262565,0,3.68,none
345,8790,262565,0,3.68,5
345,8890,262565,0,3.68,none
345,8890,262565,0,3.68,5
345,9000,262565,0,3.68,none
345,9000,262565,0,3.68,5
345,9160,262565,0,3.68,none
345,9160,262565,0,3.68,5
345,9210,262565,0,3.68,none
345,9210,262565,0,3.68,5
345,9570,262565,0,3.68,none
345,9570,262565,0,3.68,5
345,9890,262565,0,3.68,none
345,9890,262565,0,3.68,5
345,10200,262565,0,3.68,none
345,10230,262565,0,3.68,none
345,10230,262565,0,3.68,5
345,10370,262565,0,3.68,none
345,10530,262565,0,3.68,none
345,11400,262565,1,3.68,none
376,220,263204,0,5.21,none
376,310,263204,0,5.21,none
376,1310,263204,0,5.21,none
376,1310,263204,0,5.21,none
376,1320,263204,0,5.21,none
376,1800,263204,0,5.21,none
376,4700,263204,0,5.21,none
376,4880,263204,0,5.21,none
376,5060,263204,0,5.21,none
376,5060,263204,0,5.21,6
376,5230,263204,0,5.21,none
376,6090,263204,0,5.21,none
376,7260,263204,0,5.21,10
376,7260,263204,0,5.21,none
376,7260,263204,0,5.21,none
376,7260,263204,0,5.21,6
376,7270,263204,0,5.21,10
376,7270,263204,0,5.21,none
376,7270,263204,0,5.21,none
376,7270,263204,0,5.21,6
376,7390,263204,0,5.21,none
376,7390,263204,0,5.21,none
376,7390,263204,0,5.21,6
376,7870,263204,0,5.21,10
376,7870,263204,0,5.21,none
376,7930,263204,0,5.21,none
376,8410,263204,0,5.21,none
376,8430,263204,0,5.21,none
376,9050,263204,0,5.21,none
376,9110,263204,0,5.21,10
376,9110,263204,0,5.21,none
376,9110,263204,0,5.21,6
376,9300,263204,0,5.21,none
376,9300,263204,0,5.21,none
376,9300,263204,0,5.21,6
376,9650,263204,0,5.21,none
376,9650,263204,0,5.21,none
376,9660,263204,0,5.21,none
376,9660,263204,0,5.21,none
376,10020,263204,0,5.21,none
376,10820,263204,0,5.21,none
376,12410,263204,0,5.21,none
376,13010,263204,0,5.21,none
376,13130,263204,0,5.21,none
376,13470,263204,0,5.21,none
376,13590,263204,0,5.21,none
376,13600,263204,0,5.21,none
376,14140,263204,0,5.21,none
376,14290,263204,0,5.21,7
376,14820,263204,0,5.21,none
376,15420,263204,0,5.21,none
376,15660,263204,0,5.21,none
376,15920,263204,0,5.21,none
376,15920,263204,0,5.21,none
376,16030,263204,0,5.21,none
376,16470,263204,0,5.21,none
376,16540,263204,0,5.21,none
376,16570,263204,0,5.21,none
376,17000,263204,0,5.21,none
376,17960,263204,0,5.21,none
376,19520,263204,0,5.21,none
376,19790,263204,0,5.21,10
376,19790,263204,0,5.21,none
376,20120,263204,0,5.21,none
376,20120,263204,0,5.21,5
376,20420,263204,0,5.21,10
376,20420,263204,0,5.21,none
376,20420,263204,0,5.21,5
376,20780,263204,0,5.21,10
376,20780,263204,0,5.21,5
376,20860,263204,0,5.21,10
376,20860,263204,0,5.21,5
376,21000,263204,0,5.21,10
376,21000,263204,0,5.21,none
376,21000,263204,0,5.21,5
376,21320,263204,0,5.21,10
376,21320,263204,0,5.21,none
376,21320,263204,0,5.21,5
376,21670,263204,0,5.21,none
376,23950,263204,0,5.21,none
376,25630,263204,0,5.21,10
376,25630,263204,0,5.21,none
376,25630,263204,0,5.21,5
376,25950,263204,0,5.21,10
376,25950,263204,0,5.21,none
376,25950,263204,0,5.21,5
376,25960,263204,0,5.21,10
376,25960,263204,0,5.21,none
376,25960,263204,0,5.21,5
376,26040,263204,0,5.21,10
376,26040,263204,0,5.21,none
376,26040,263204,0,5.21,5
376,26040,263204,0,5.21,5
376,26050,263204,0,5.21,10
376,26050,263204,0,5.21,none
376,26050,263204,0,5.21,5
376,26050,263204,0,5.21,5
376,26820,263204,0,5.21,6
376,27680,263204,0,5.21,10
376,27680,263204,0,5.21,none
376,27680,263204,0,5.21,none
376,27680,263204,0,5.21,5
376,27960,263204,0,5.21,5
376,28050,263204,0,5.21,none
376,28050,263204,0,5.21,5
376,28750,263204,0,5.21,none
376,28750,263204,0,5.21,none
376,28960,263204,0,5.21,none
376,29380,263204,0,5.21,10
376,30840,263204,0,5.21,none
376,31040,263204,0,5.21,none
376,31100,263204,0,5.21,5
376,33120,263204,0,5.21,none
376,34010,263204,0,5.21,10
376,34380,263204,0,5.21,5
376,34460,263204,0,5.21,none
376,34460,263204,0,5.21,none
376,34460,263204,0,5.21,5
376,35360,263204,0,5.21,6
376,35460,263204,0,5.21,6
376,35650,263204,0,5.21,none
376,35890,263204,0,5.21,10
376,35890,263204,0,5.21,10
376,35890,263204,0,5.21,none
376,35890,263204,0,5.21,none
376,35890,263204,0,5.21,none
376,36380,263204,0,5.21,none
376,36470,263204,0,5.21,none
376,36810,263204,0,5.21,none
376,36820,263204,0,5.21,none
376,36820,263204,0,5.21,none
376,36880,263204,0,5.21,none
376,36880,263204,0,5.21,none
376,37170,263204,0,5.21,none
376,37170,263204,0,5.21,6
376,37970,263204,0,5.21,none
376,38960,263204,0,5.21,none
376,39220,263204,0,5.21,none
376,39580,263204,0,5.21,none
376,39720,263204,0,5.21,none
376,39860,263204,0,5.21,none
376,40030,263204,0,5.21,none
376,40480,263204,0,5.21,10
376,40480,263204,0,5.21,none
376,40640,263204,0,5.21,none
376,41040,263204,0,5.21,none
376,41730,263204,0,5.21,none
376,41750,263204,0,5.21,none
376,41750,263204,0,5.21,none
376,42870,263204,0,5.21,none
376,43120,263204,0,5.21,none
376,43120,263204,0,5.21,5
376,43130,263204,0,5.21,10
376,43130,263204,0,5.21,none
376,43130,263204,0,5.21,none
376,43130,263204,0,5.21,5
376,43280,263204,0,5.21,none
376,44110,263204,0,5.21,none
376,44910,263204,0,5.21,10
376,44910,263204,0,5.21,none
376,44980,263204,0,5.21,none
376,45190,263204,0,5.21,none
376,45190,263204,0,5.21,6
376,46030,263204,0,5.21,none
376,47050,263204,0,5.21,none
376,47410,263204,0,5.21,none
376,47460,263204,0,5.21,none
376,47460,263204,0,5.21,none
376,47800,263204,0,5.21,none
376,47930,263204,0,5.21,none
376,49350,263204,0,5.21,none
376,49350,263204,0,5.21,none
376,49450,263204,0,5.21,10
376,49450,263204,0,5.21,none
376,49470,263204,0,5.21,none
376,49830,263204,0,5.21,none
376,49970,263204,0,5.21,none
376,49970,263204,0,5.21,none
376,50240,263204,0,5.21,none
376,51340,263204,0,5.21,none
376,51840,263204,0,5.21,none
376,52150,263204,0,5.21,none
376,52150,263204,0,5.21,none
376,52660,263204,0,5.21,none
378,860,263204,0,5.22,none
378,1030,263204,0,5.22,none
378,1330,263204,0,5.22,10
378,1330,263204,0,5.22,none
378,1360,263204,0,5.22,10
378,1360,263204,0,5.22,none
378,2640,263204,0,5.22,none
378,5110,263204,0,5.22,5
378,7260,263204,0,5.22,none
378,7260,263204,0,5.22,5
378,7790,263204,0,5.22,5
378,9660,263204,0,5.22,none
378,9980,263204,0,5.22,none
378,9980,263204,0,5.22,5
378,10310,263204,0,5.22,none
378,10320,263204,0,5.22,none
378,10840,263204,0,5.22,none
378,10840,263204,0,5.22,none
378,12620,263204,0,5.22,none
378,13110,263204,0,5.22,none
378,13110,263204,0,5.22,none
378,13110,263204,0,5.22,none
378,13740,263204,0,5.22,10
378,13740,263204,0,5.22,none
378,13740,263204,0,5.22,5
378,13800,263204,0,5.22,10
378,13800,263204,0,5.22,none
378,14130,263204,0,5.22,none
378,14130,263204,0,5.22,5
378,14540,263204,0,5.22,none
378,14540,263204,0,5.22,none
378,14540,263204,0,5.22,5
378,14680,263204,0,5.22,none
378,14680,263204,0,5.22,5
378,15090,263204,0,5.22,10
378,15090,263204,0,5.22,none
378,15090,263204,0,5.22,none
378,15090,263204,0,5.22,5
378,15200,263204,0,5.22,10
378,15200,263204,0,5.22,none
378,15200,263204,0,5.22,5
378,15450,263204,0,5.22,none
378,15450,263204,0,5.22,5
378,15790,263204,0,5.22,10
378,15790,263204,0,5.22,none
378,16410,263204,0,5.22,none
378,16410,263204,0,5.22,5
378,16680,263204,0,5.22,10
378,16710,263204,0,5.22,10
378,16810,263204,0,5.22,none
378,20150,263204,0,5.22,none
378,20480,263204,0,5.22,none
378,20480,263204,0,5.22,5
378,20540,263204,0,5.22,none
378,21430,263204,0,5.22,none
378,21430,263204,0,5.22,none
378,21430,263204,0,5.22,5
378,22150,263204,0,5.22,none
378,23920,263204,0,5.22,none
378,24940,263204,0,5.22,none
378,26260,263204,0,5.22,none
378,27000,263204,0,5.22,5
378,27870,263204,0,5.22,10
378,27870,263204,0,5.22,none
378,27870,263204,0,5.22,none
378,27870,263204,0,5.22,none
378,29290,263204,0,5.22,5
378,29370,263204,0,5.22,none
378,30180,263204,0,5.22,none
378,30920,263204,0,5.22,none
378,30920,263204,0,5.22,none
378,30920,263204,0,5.22,6
378,32940,263204,0,5.22,5
378,33460,263204,0,5.22,none
378,33500,263204,0,5.22,none
378,33710,263204,0,5.22,none
378,33960,263204,0,5.22,10
378,34900,263204,0,5.22,10
378,34900,263204,0,5.22,none
378,34900,263204,0,5.22,5
378,35530,263204,0,5.22,none
378,35820,263204,0,5.22,none
378,35890,263204,0,5.22,none
378,36090,263204,0,5.22,none
378,36150,263204,0,5.22,none
378,36190,263204,0,5.22,none
378,36270,263204,0,5.22,none
378,36350,263204,0,5.22,none
378,36890,263204,0,5.22,none
378,37570,263204,0,5.22,10
378,37570,263204,0,5.22,none
378,38080,263204,0,5.22,10
378,38080,263204,0,5.22,none
378,38080,263204,0,5.22,5
378,38180,263204,0,5.22,none
378,38180,263204,0,5.22,none
378,38180,263204,0,5.22,5
378,38640,263204,0,5.22,none
378,38640,263204,0,5.22,5
378,39230,263204,0,5.22,none
378,40490,263204,0,5.22,none
378,40780,263204,0,5.22,none
378,41290,263204,0,5.22,10
378,41800,263204,0,5.22,10
378,41800,263204,0,5.22,none
378,42520,263204,0,5.22,none
378,42520,263204,0,5.22,none
378,42950,263204,0,5.22,10
378,44810,263204,0,5.22,none
378,45690,263204,0,5.22,10
378,45690,263204,0,5.22,none
378,45690,263204,0,5.22,5
378,45800,263204,0,5.22,none
378,45800,263204,0,5.22,5
378,46750,263204,0,5.22,none
378,46750,263204,0,5.22,none
378,46830,263204,0,5.22,none
378,47010,263204,0,5.22,10
378,47010,263204,0,5.22,none
378,47010,263204,0,5.22,5
378,47500,263204,0,5.22,5
378,47800,263204,0,5.22,none
378,47970,263204,0,5.22,none
378,48130,263204,0,5.22,none
378,48250,263204,0,5.22,none
92,900,263652,0,5.16,none
92,1450,263652,0,5.16,none
92,1760,263652,0,5.16,none
92,3180,263652,0,5.16,none
92,3670,263652,0,5.16,none
92,5170,263652,0,5.16,none
92,5950,263652,0,5.16,none
92,5990,263652,0,5.16,none
92,6000,263652,0,5.16,none
92,6060,263652,0,5.16,10
92,6060,263652,0,5.16,none
92,6400,263652,0,5.16,none
92,6540,263652,0,5.16,none
92,7150,263652,0,5.16,none
92,7150,263652,0,5.16,6
92,8520,263652,0,5.16,10
92,8520,263652,0,5.16,none
92,8660,263652,0,5.16,none
92,8660,263652,0,5.16,none
92,9060,263652,0,5.16,none
92,9060,263652,0,5.16,none
92,9100,263652,0,5.16,none
92,9590,263652,0,5.16,none
92,9910,263652,0,5.16,none
92,11000,263652,0,5.16,10
92,11000,263652,0,5.16,none
92,11000,263652,0,5.16,7
92,11900,263652,0,5.16,10
92,11900,263652,0,5.16,none
92,12150,263652,0,5.16,10
92,12150,263652,0,5.16,none
92,12150,263652,0,5.16,none
92,12150,263652,0,5.16,none
92,12340,263652,0,5.16,10
92,12340,263652,0,5.16,none
92,12340,263652,0,5.16,none
92,12340,263652,0,5.16,none
92,12820,263652,0,5.16,none
92,12820,263652,0,5.16,none
92,12910,263652,0,5.16,10
92,12910,263652,0,5.16,none
92,13210,263652,0,5.16,10
92,13210,263652,0,5.16,none
92,13210,263652,0,5.16,none
92,13510,263652,0,5.16,none
92,13940,263652,0,5.16,none
92,13940,263652,0,5.16,none
92,13940,263652,0,5.16,6
92,14100,263652,0,5.16,none
92,14100,263652,0,5.16,none
92,14100,263652,0,5.16,6
92,14100,263652,0,5.16,7
92,14130,263652,0,5.16,none
92,14130,263652,0,5.16,none
92,14130,263652,0,5.16,6
92,14550,263652,0,5.16,10
92,14550,263652,0,5.16,none
92,14550,263652,0,5.16,none
92,14910,263652,0,5.16,none
92,15180,263652,0,5.16,none
92,15470,263652,0,5.16,10
92,15470,263652,0,5.16,10
92,15470,263652,0,5.16,none
92,15580,263652,0,5.16,10
92,15580,263652,0,5.16,10
92,15580,263652,0,5.16,none
92,16070,263652,0,5.16,10
92,16070,263652,0,5.16,none
92,16070,263652,0,5.16,none
92,16380,263652,0,5.16,10
92,16380,263652,0,5.16,none
92,16380,263652,0,5.16,none
92,16680,263652,0,5.16,none
92,16700,263652,0,5.16,none
92,16700,263652,0,5.16,none
92,17220,263652,0,5.16,none
92,17240,263652,0,5.16,none
92,17270,263652,0,5.16,none
92,17460,263652,0,5.16,10
92,17460,263652,0,5.16,none
92,17460,263652,0,5.16,none
92,17460,263652,0,5.16,5
92,17560,263652,0,5.16,10
92,17560,263652,0,5.16,none
92,17560,263652,0,5.16,5
92,17960,263652,0,5.16,10
92,17960,263652,0,5.16,none
92,17960,263652,0,5.16,none
92,18060,263652,0,5.16,10
92,18060,263652,0,5.16,none
92,18060,263652,0,5.16,none
92,18060,263652,0,5.16,5
92,18130,263652,0,5.16,10
92,18130,263652,0,5.16,none
92,18130,263652,0,5.16,5
92,18710,263652,0,5.16,none
92,18720,263652,0,5.16,none
92,18720,263652,0,5.16,none
92,18800,263652,0,5.16,10
92,18800,263652,0,5.16,none
92,18870,263652,0,5.16,10
92,18870,263652,0,5.16,10
92,18870,263652,0,5.16,none
92,19180,263652,0,5.16,10
92,19180,263652,0,5.16,none
92,20230,263652,0,5.16,10
92,20230,263652,0,5.16,none
92,20390,263652,0,5.16,10
92,20390,263652,0,5.16,10
92,20390,263652,0,5.16,none
92,20390,263652,0,5.16,none
92,20430,263652,0,5.16,none
92,20590,263652,0,5.16,10
92,20590,263652,0,5.16,none
92,20780,263652,0,5.16,none
92,21100,263652,0,5.16,none
92,21960,263652,0,5.16,10
92,21960,263652,0,5.16,none
92,21960,263652,0,5.16,none
92,22000,263652,0,5.16,none
92,22370,263652,0,5.16,none
92,22840,263652,0,5.16,none
92,23260,263652,0,5.16,none
92,23260,263652,0,5.16,none
92,23290,263652,0,5.16,none
92,23390,263652,0,5.16,none
92,23390,263652,0,5.16,none
92,24070,263652,0,5.16,none
92,24360,263652,0,5.16,none
92,24720,263652,0,5.16,10
92,24720,263652,0,5.16,10
92,24720,263652,0,5.16,none
92,24720,263652,0,5.16,none
92,24720,263652,0,5.16,6
92,24720,263652,0,5.16,7
92,24740,263652,0,5.16,10
92,24740,263652,0,5.16,10
92,24740,263652,0,5.16,10
92,24740,263652,0,5.16,10
92,24740,263652,0,5.16,none
92,24740,263652,0,5.16,6
92,24830,263652,0,5.16,10
92,24830,263652,0,5.16,10
92,24830,263652,0,5.16,10
92,24830,263652,0,5.16,10
92,24830,263652,0,5.16,none
92,24830,263652,0,5.16,6
92,24830,263652,0,5.16,6
92,25190,263652,0,5.16,none
92,25190,263652,0,5.16,none
92,25190,263652,0,5.16,6
92,26010,263652,0,5.16,none
92,26040,263652,0,5.16,none
92,26210,263652,0,5.16,none
92,26210,263652,0,5.16,none
92,26210,263652,0,5.16,none
92,26380,263652,0,5.16,none
92,26390,263652,0,5.16,10
92,26390,263652,0,5.16,none
92,26390,263652,0,5.16,none
92,26810,263652,0,5.16,none
92,27110,263652,0,5.16,10
92,27110,263652,0,5.16,none
92,27110,263652,0,5.16,5
92,27870,263652,0,5.16,none
92,28000,263652,0,5.16,none
92,28060,263652,0,5.16,none
92,28250,263652,0,5.16,10
92,28250,263652,0,5.16,10
92,28250,263652,0,5.16,none
92,28260,263652,0,5.16,none
92,28830,263652,0,5.16,none
92,28890,263652,0,5.16,none
92,28890,263652,0,5.16,none
92,29840,263652,0,5.16,none
92,30080,263652,0,5.16,none
92,30210,263652,0,5.16,none
92,30520,263652,0,5.16,none
92,31530,263652,0,5.16,none
92,31530,263652,0,5.16,none
92,32330,263652,0,5.16,none
92,33000,263652,0,5.16,10
92,33000,263652,0,5.16,none
92,33030,263652,0,5.16,10
92,33030,263652,0,5.16,none
92,33060,263652,0,5.16,10
92,33060,263652,0,5.16,none
92,33060,263652,0,5.16,5
92,33250,263652,0,5.16,10
92,33250,263652,0,5.16,none
92,33250,263652,0,5.16,none
92,33330,263652,0,5.16,none
92,33330,263652,0,5.16,6
92,33610,263652,0,5.16,none
92,33660,263652,0,5.16,none
92,34060,263652,0,5.16,none
92,34060,263652,0,5.16,none
92,34110,263652,0,5.16,none
92,34110,263652,0,5.16,none
92,34640,263652,0,5.16,10
92,34640,263652,0,5.16,none
92,35000,263652,0,5.16,10
92,35000,263652,0,5.16,none
92,35020,263652,0,5.16,10
92,35020,263652,0,5.16,none
92,35140,263652,0,5.16,10
92,35140,263652,0,5.16,none
92,35230,263652,0,5.16,none
403,1400,263986,0,4.62,none
403,2240,263986,0,4.62,none
403,2240,263986,0,4.62,6
403,2500,263986,0,4.62,none
403,2500,263986,0,4.62,6
403,3630,263986,0,4.62,none
403,3790,263986,0,4.62,none
403,3950,263986,0,4.62,none
403,5960,263986,0,4.62,10
403,5960,263986,0,4.62,none
403,7850,263986,1,4.62,10
403,7850,263986,1,4.62,10
403,7850,263986,1,4.62,none
403,8020,263986,0,4.62,10
403,8020,263986,0,4.62,10
403,8020,263986,0,4.62,none
403,8330,263986,0,4.62,none
403,11040,263986,0,4.62,none
403,12170,263986,1,4.62,none
403,12950,263986,0,4.62,none
403,13120,263986,0,4.62,none
403,13550,263986,1,4.62,none
403,14190,263986,0,4.62,none
403,14190,263986,0,4.62,none
403,14230,263986,0,4.62,none
403,14230,263986,0,4.62,none
403,14750,263986,1,4.62,none
403,16350,263986,0,4.62,none
403,16540,263986,0,4.62,none
403,17890,263986,0,4.62,7
403,20460,263986,1,4.62,none
403,22360,263986,1,4.62,10
403,22380,263986,1,4.62,10
403,22980,263986,0,4.62,10
403,22980,263986,0,4.62,none
403,23450,263986,0,4.62,none
403,24300,263986,1,4.62,none
403,24510,263986,0,4.62,none
403,24510,263986,0,4.62,none
403,24730,263986,0,4.62,none
403,24730,263986,0,4.62,none
403,25620,263986,0,4.62,none
403,26250,263986,0,4.62,none
403,26450,263986,0,4.62,none
403,26590,263986,1,4.62,none
403,27140,263986,0,4.62,none
403,27710,263986,0,4.62,none
403,28330,263986,0,4.62,none
403,28330,263986,0,4.62,none
403,28330,263986,0,4.62,6
403,29970,263986,0,4.62,none
430,50,264356,0,3.68,none
430,5350,264356,1,3.68,10
430,10080,264356,0,3.68,none
430,10130,264356,0,3.68,none
430,10510,264356,0,3.68,none
430,11050,264356,1,3.68,none
430,13110,264356,0,3.68,none
430,13730,264356,0,3.68,none
430,13790,264356,0,3.68,none
430,16240,264356,1,3.68,none
430,16310,264356,1,3.68,none
430,18200,264356,0,3.68,none
430,21490,264356,0,3.68,none
430,23410,264356,0,3.68,none
430,23580,264356,0,3.68,none
430,29040,264356,0,3.68,10
430,29040,264356,0,3.68,none
430,29040,264356,0,3.68,6
430,29110,264356,0,3.68,9
430,31340,264356,0,3.68,none
430,31540,264356,1,3.68,none
430,32570,264356,1,3.68,none
430,37430,264356,1,3.68,none
430,37570,264356,0,3.68,none
430,40630,264356,1,3.68,none
430,44820,264356,1,3.68,none
430,49320,264356,0,3.68,10
430,49760,264356,0,3.68,none
430,49840,264356,0,3.68,none
430,50630,264356,1,3.68,none
430,51680,264356,0,3.68,none
430,51890,264356,0,3.68,10
430,51890,264356,0,3.68,none
430,52310,264356,0,3.68,none
430,52610,264356,1,3.68,none
430,52890,264356,0,3.68,none
430,52970,264356,0,3.68,none
430,52970,264356,0,3.68,none
439,150,264585,0,3.63,none
439,250,264585,1,3.63,none
439,720,264585,0,3.63,10
439,720,264585,0,3.63,none
439,720,264585,0,3.63,5
439,840,264585,1,3.63,none
439,850,264585,1,3.63,10
439,850,264585,1,3.63,none
439,1090,264585,0,3.63,none
439,1580,264585,0,3.63,10
439,1580,264585,0,3.63,none
439,1670,264585,0,3.63,none
439,1670,264585,0,3.63,7
439,3310,264585,0,3.63,none
439,3920,264585,1,3.63,10
439,3920,264585,1,3.63,10
439,3920,264585,1,3.63,none
439,5360,264585,0,3.63,10
439,5750,264585,0,3.63,10
439,5750,264585,0,3.63,none
439,5750,264585,0,3.63,none
439,5750,264585,0,3.63,7
439,6420,264585,0,3.63,10
439,6610,264585,0,3.63,10
439,6610,264585,0,3.63,none
439,7540,264585,0,3.63,none
439,8520,264585,0,3.63,none
439,8520,264585,0,3.63,5
439,9050,264585,1,3.63,5
439,9690,264585,0,3.63,none
439,10970,264585,0,3.63,none
439,11250,264585,0,3.63,none
439,11550,264585,0,3.63,none
439,11580,264585,0,3.63,none
439,14410,264585,0,3.63,none
439,15740,264585,0,3.63,none
439,15740,264585,0,3.63,none
439,16710,264585,0,3.63,none
439,17410,264585,1,3.63,none
439,17900,264585,0,3.63,none
439,18090,264585,0,3.63,none
439,18110,264585,0,3.63,none
439,21620,264585,1,3.63,none
439,21620,264585,1,3.63,none
439,22050,264585,0,3.63,none
439,22370,264585,0,3.63,none
439,22810,264585,0,3.63,none
439,23840,264585,1,3.63,none
439,23840,264585,1,3.63,9
439,24300,264585,0,3.63,none
439,24700,264585,0,3.63,none
439,24850,264585,0,3.63,10
439,24850,264585,0,3.63,none
439,24850,264585,0,3.63,7
439,29730,264585,0,3.63,none
439,29740,264585,0,3.63,none
439,30320,264585,0,3.63,none
439,31070,264585,1,3.63,none
439,31190,264585,1,3.63,none
439,31190,264585,1,3.63,none
439,31420,264585,0,3.63,10
439,31420,264585,0,3.63,none
439,33160,264585,0,3.63,none
439,33210,264585,1,3.63,none
439,33270,264585,1,3.63,none
439,38640,264585,1,3.63,10
439,38640,264585,1,3.63,none
439,39350,264585,1,3.63,none
439,39500,264585,0,3.63,none
439,39500,264585,0,3.63,none
439,40820,264585,0,3.63,none
439,41170,264585,0,3.63,10
439,41170,264585,0,3.63,none
439,41170,264585,0,3.63,none
439,41730,264585,0,3.63,none
439,41940,264585,0,3.63,none
439,43280,264585,0,3.63,none
439,47740,264585,0,3.63,none
439,47820,264585,0,3.63,none
439,50260,264585,0,3.63,none
439,50870,264585,1,3.63,none
439,53560,264585,1,3.63,10
439,53560,264585,1,3.63,none
439,53710,264585,0,3.63,none
439,53750,264585,1,3.63,none
41,540,264774,0,4.5,none
41,750,264774,0,4.5,none
41,2300,264774,0,4.5,none
41,2420,264774,0,4.5,none
41,3610,264774,0,4.5,none
41,3610,264774,0,4.5,5
41,3610,264774,0,4.5,6
41,3850,264774,0,4.5,none
41,3850,264774,0,4.5,none
41,5870,264774,0,4.5,none
41,5870,264774,0,4.5,6
41,6200,264774,0,4.5,none
41,6230,264774,0,4.5,none
41,6480,264774,0,4.5,none
41,6840,264774,0,4.5,none
41,6840,264774,0,4.5,7
41,6870,264774,0,4.5,none
41,7360,264774,0,4.5,none
41,7440,264774,0,4.5,none
41,7440,264774,0,4.5,none
41,8700,264774,0,4.5,none
41,9100,264774,0,4.5,none
41,9100,264774,0,4.5,none
41,9100,264774,0,4.5,none
41,9220,264774,0,4.5,none
41,9220,264774,0,4.5,6
41,9270,264774,0,4.5,none
41,9270,264774,0,4.5,6
41,9900,264774,0,4.5,10
41,9900,264774,0,4.5,none
41,9900,264774,0,4.5,none
41,9980,264774,0,4.5,none
41,10160,264774,0,4.5,none
41,10510,264774,0,4.5,none
41,10510,264774,0,4.5,none
41,10850,264774,0,4.5,none
41,12510,264774,0,4.5,none
41,12510,264774,0,4.5,6
41,12860,264774,0,4.5,none
41,15350,264774,0,4.5,none
41,16990,264774,0,4.5,none
41,17480,264774,0,4.5,none
41,18390,264774,0,4.5,none
41,19060,264774,0,4.5,none
41,19390,264774,0,4.5,none
41,19560,264774,0,4.5,none
41,19670,264774,0,4.5,none
41,20080,264774,0,4.5,none
41,20740,264774,0,4.5,none
41,20800,264774,0,4.5,none
41,21090,264774,0,4.5,none
41,21090,264774,0,4.5,6
41,21200,264774,0,4.5,none
41,21250,264774,0,4.5,none
41,22180,264774,0,4.5,none
41,22180,264774,0,4.5,none
41,22360,264774,0,4.5,none
41,23590,264774,0,4.5,none
