video_id,frame_number,child_id,age,interaction_type
194,33390,258192,4.44,person-only
194,34020,258192,4.44,person-only
194,34330,258192,4.44,multimodal
194,35230,258192,4.44,person-only
194,35700,258192,4.44,person-only
194,35800,258192,4.44,person-only
194,35880,258192,4.44,person-only
194,36190,258192,4.44,person-only
194,36340,258192,4.44,person-only
194,36400,258192,4.44,person-only
194,36490,258192,4.44,person-only
194,36810,258192,4.44,multimodal
194,37080,258192,4.44,person-only
194,37260,258192,4.44,multimodal
194,37340,258192,4.44,multimodal
194,37520,258192,4.44,multimodal
194,38150,258192,4.44,multimodal
194,38310,258192,4.44,multimodal
194,38350,258192,4.44,multimodal
194,38420,258192,4.44,multimodal
194,38950,258192,4.44,multimodal
194,38980,258192,4.44,multimodal
194,39000,258192,4.44,multimodal
194,39150,258192,4.44,multimodal
194,39600,258192,4.44,multimodal
194,39670,258192,4.44,person-only
194,40050,258192,4.44,person-only
194,40320,258192,4.44,multimodal
194,40830,258192,4.44,person-only
194,41050,258192,4.44,multimodal
194,41300,258192,4.44,person-only
194,41500,258192,4.44,person-only
194,41970,258192,4.44,multimodal
194,42140,258192,4.44,multimodal
194,42780,258192,4.44,multimodal
194,42850,258192,4.44,person-only
194,42950,258192,4.44,person-only
194,43280,258192,4.44,person-only
194,43660,258192,4.44,person-only
194,43810,258192,4.44,person-only
194,44210,258192,4.44,person-only
194,44350,258192,4.44,multimodal
194,44430,258192,4.44,multimodal
194,44970,258192,4.44,multimodal
194,45300,258192,4.44,person-only
194,45360,258192,4.44,person-only
194,45640,258192,4.44,multimodal
194,45940,258192,4.44,multimodal
194,46190,258192,4.44,multimodal
194,46660,258192,4.44,multimodal
194,47110,258192,4.44,person-only
194,47210,258192,4.44,person-only
194,47410,258192,4.44,person-only
194,48350,258192,4.44,multimodal
194,48700,258192,4.44,multimodal
194,48750,258192,4.44,person-only
194,49600,258192,4.44,person-only
194,49630,258192,4.44,person-only
194,50070,258192,4.44,multimodal
194,50650,258192,4.44,person-only
194,50730,258192,4.44,multimodal
194,51530,258192,4.44,person-only
194,51690,258192,4.44,person-only
194,52970,258192,4.44,multimodal
194,53470,258192,4.44,multimodal
210,320,258274,5.59,speech-only
210,770,258274,5.59,speech-only
210,930,258274,5.59,speech-only
210,2070,258274,5.59,speech-only
210,2210,258274,5.59,person-only
210,3130,258274,5.59,speech-only
210,5770,258274,5.59,speech-only
210,6910,258274,5.59,speech-only
210,7160,258274,5.59,speech-only
210,7260,258274,5.59,multimodal
210,7480,258274,5.59,speech-only
210,7490,258274,5.59,speech-only
210,7500,258274,5.59,multimodal
210,8530,258274,5.59,speech-only
210,8790,258274,5.59,speech-only
210,9360,258274,5.59,speech-only
210,10070,258274,5.59,multimodal
210,10470,258274,5.59,person-only
210,10730,258274,5.59,multimodal
210,11640,258274,5.59,person-only
210,12400,258274,5.59,speech-only
214,210,258274,5.62,speech-only
214,1760,258274,5.62,speech-only
214,2320,258274,5.62,speech-only
214,5440,258274,5.62,speech-only
214,5570,258274,5.62,speech-only
214,5740,258274,5.62,speech-only
214,5750,258274,5.62,speech-only
214,6170,258274,5.62,speech-only
214,6650,258274,5.62,speech-only
214,7710,258274,5.62,speech-only
214,8410,258274,5.62,speech-only
214,8810,258274,5.62,speech-only
214,11410,258274,5.62,person-only
214,11420,258274,5.62,person-only
214,12320,258274,5.62,speech-only
214,13930,258274,5.62,speech-only
214,14670,258274,5.62,speech-only
214,14770,258274,5.62,speech-only
214,15240,258274,5.62,speech-only
214,16190,258274,5.62,speech-only
214,16670,258274,5.62,speech-only
214,16830,258274,5.62,speech-only
214,17840,258274,5.62,speech-only
214,19020,258274,5.62,speech-only
214,19270,258274,5.62,speech-only
214,20640,258274,5.62,speech-only
214,21950,258274,5.62,speech-only
214,21980,258274,5.62,speech-only
214,22370,258274,5.62,speech-only
214,23720,258274,5.62,speech-only
214,23950,258274,5.62,speech-only
214,23980,258274,5.62,speech-only
214,24170,258274,5.62,speech-only
214,24500,258274,5.62,speech-only
214,24520,258274,5.62,speech-only
214,24530,258274,5.62,speech-only
214,24660,258274,5.62,speech-only
214,25020,258274,5.62,speech-only
214,25130,258274,5.62,speech-only
214,25690,258274,5.62,speech-only
214,25850,258274,5.62,speech-only
214,26050,258274,5.62,speech-only
214,26100,258274,5.62,speech-only
214,26610,258274,5.62,speech-only
214,27010,258274,5.62,speech-only
214,27100,258274,5.62,speech-only
214,27150,258274,5.62,speech-only
214,27350,258274,5.62,speech-only
214,27390,258274,5.62,speech-only
214,28680,258274,5.62,speech-only
214,29140,258274,5.62,speech-only
214,29160,258274,5.62,speech-only
214,29200,258274,5.62,speech-only
214,29530,258274,5.62,speech-only
214,29620,258274,5.62,speech-only
214,30710,258274,5.62,speech-only
214,33290,258274,5.62,person-only
214,33630,258274,5.62,person-only
214,33880,258274,5.62,person-only
219,440,258309,5.81,speech-only
219,1330,258309,5.81,multimodal
219,2210,258309,5.81,speech-only
219,2690,258309,5.81,speech-only
219,2840,258309,5.81,speech-only
219,3090,258309,5.81,speech-only
219,3380,258309,5.81,speech-only
219,3430,258309,5.81,multimodal
219,3950,258309,5.81,speech-only
219,4500,258309,5.81,person-only
219,5070,258309,5.81,speech-only
219,5210,258309,5.81,speech-only
219,5770,258309,5.81,speech-only
219,5860,258309,5.81,multimodal
219,6650,258309,5.81,person-only
219,6660,258309,5.81,person-only
219,6700,258309,5.81,multimodal
219,6720,258309,5.81,multimodal
219,7030,258309,5.81,multimodal
219,7200,258309,5.81,multimodal
219,7280,258309,5.81,person-only
219,7370,258309,5.81,speech-only
219,7540,258309,5.81,speech-only
219,7560,258309,5.81,speech-only
219,7600,258309,5.81,speech-only
219,8320,258309,5.81,speech-only
219,9310,258309,5.81,speech-only
219,9610,258309,5.81,multimodal
219,9770,258309,5.81,person-only
219,9890,258309,5.81,speech-only
219,10130,258309,5.81,speech-only
219,11050,258309,5.81,multimodal
219,12000,258309,5.81,multimodal
219,12820,258309,5.81,multimodal
219,13020,258309,5.81,multimodal
221,460,258309,6.82,person-only
221,980,258309,6.82,speech-only
221,1270,258309,6.82,speech-only
221,1920,258309,6.82,speech-only
221,2010,258309,6.82,multimodal
221,2020,258309,6.82,multimodal
221,2870,258309,6.82,speech-only
221,3700,258309,6.82,multimodal
221,3820,258309,6.82,person-only
221,5310,258309,6.82,speech-only
221,5460,258309,6.82,speech-only
221,5590,258309,6.82,multimodal
221,5640,258309,6.82,speech-only
221,6310,258309,6.82,person-only
221,6910,258309,6.82,speech-only
221,7210,258309,6.82,multimodal
221,7640,258309,6.82,multimodal
221,7790,258309,6.82,multimodal
221,8150,258309,6.82,person-only
221,8330,258309,6.82,multimodal
221,8510,258309,6.82,speech-only
221,9460,258309,6.82,multimodal
221,10340,258309,6.82,multimodal
221,10690,258309,6.82,multimodal
221,10700,258309,6.82,multimodal
221,10730,258309,6.82,person-only
221,10820,258309,6.82,multimodal
221,11170,258309,6.82,speech-only
221,11630,258309,6.82,person-only
221,11790,258309,6.82,multimodal
221,12020,258309,6.82,multimodal
221,12530,258309,6.82,speech-only
221,13440,258309,6.82,speech-only
221,14510,258309,6.82,multimodal
221,15640,258309,6.82,speech-only
221,16300,258309,6.82,person-only
221,16430,258309,6.82,multimodal
221,16820,258309,6.82,speech-only
221,16890,258309,6.82,speech-only
221,16900,258309,6.82,speech-only
221,16990,258309,6.82,speech-only
221,17060,258309,6.82,speech-only
221,17750,258309,6.82,speech-only
221,17770,258309,6.82,speech-only
221,20150,258309,6.82,multimodal
221,20260,258309,6.82,person-only
221,21020,258309,6.82,multimodal
221,21660,258309,6.82,multimodal
221,22370,258309,6.82,person-only
221,22660,258309,6.82,multimodal
221,23400,258309,6.82,multimodal
221,24030,258309,6.82,person-only
221,25220,258309,6.82,speech-only
221,25440,258309,6.82,multimodal
221,26370,258309,6.82,multimodal
221,26650,258309,6.82,multimodal
221,26800,258309,6.82,multimodal
221,26850,258309,6.82,speech-only
221,26860,258309,6.82,multimodal
221,27450,258309,6.82,speech-only
221,28320,258309,6.82,person-only
221,28860,258309,6.82,multimodal
221,29540,258309,6.82,speech-only
221,29560,258309,6.82,multimodal
221,30100,258309,6.82,speech-only
221,30960,258309,6.82,speech-only
221,32140,258309,6.82,speech-only
221,33280,258309,6.82,speech-only
221,34000,258309,6.82,speech-only
221,34630,258309,6.82,multimodal
221,34670,258309,6.82,multimodal
221,35760,258309,6.82,multimodal
221,37100,258309,6.82,multimodal
221,37580,258309,6.82,speech-only
221,38320,258309,6.82,speech-only
221,39590,258309,6.82,person-only
221,40170,258309,6.82,speech-only
221,41020,258309,6.82,speech-only
221,41070,258309,6.82,speech-only
221,41350,258309,6.82,speech-only
221,41410,258309,6.82,speech-only
221,41590,258309,6.82,speech-only
221,41660,258309,6.82,multimodal
221,42270,258309,6.82,speech-only
221,42350,258309,6.82,speech-only
221,42770,258309,6.82,speech-only
221,44420,258309,6.82,person-only
221,44490,258309,6.82,speech-only
221,45200,258309,6.82,person-only
221,45250,258309,6.82,multimodal
221,45390,258309,6.82,multimodal
221,45790,258309,6.82,multimodal
221,45830,258309,6.82,multimodal
221,46520,258309,6.82,person-only
221,47730,258309,6.82,multimodal
221,47830,258309,6.82,person-only
221,48010,258309,6.82,multimodal
221,49380,258309,6.82,speech-only
221,49980,258309,6.82,speech-only
221,50000,258309,6.82,speech-only
221,50120,258309,6.82,speech-only
221,50600,258309,6.82,multimodal
221,50610,258309,6.82,multimodal
221,51170,258309,6.82,speech-only
221,52360,258309,6.82,multimodal
221,52750,258309,6.82,person-only
221,53000,258309,6.82,speech-only
221,53020,258309,6.82,speech-only
221,53200,258309,6.82,speech-only
221,53370,258309,6.82,speech-only
221,53600,258309,6.82,speech-only
249,1370,260120,5.33,person-only
249,1490,260120,5.33,speech-only
249,2100,260120,5.33,multimodal
249,2180,260120,5.33,person-only
249,5160,260120,5.33,person-only
249,5670,260120,5.33,multimodal
249,6150,260120,5.33,person-only
249,7050,260120,5.33,multimodal
249,7090,260120,5.33,person-only
249,7220,260120,5.33,person-only
249,7400,260120,5.33,person-only
249,7460,260120,5.33,person-only
249,7610,260120,5.33,person-only
249,7680,260120,5.33,person-only
249,7720,260120,5.33,person-only
249,7780,260120,5.33,person-only
249,7920,260120,5.33,person-only
249,8560,260120,5.33,person-only
249,8670,260120,5.33,person-only
249,8770,260120,5.33,person-only
249,8820,260120,5.33,person-only
249,8850,260120,5.33,person-only
249,9010,260120,5.33,person-only
249,9150,260120,5.33,person-only
249,9260,260120,5.33,person-only
249,9280,260120,5.33,person-only
249,9600,260120,5.33,person-only
249,9730,260120,5.33,person-only
249,9890,260120,5.33,person-only
249,9910,260120,5.33,multimodal
249,9950,260120,5.33,multimodal
249,10170,260120,5.33,person-only
249,10590,260120,5.33,person-only
249,10820,260120,5.33,person-only
249,11110,260120,5.33,person-only
249,11400,260120,5.33,multimodal
249,11530,260120,5.33,person-only
249,12140,260120,5.33,person-only
249,12650,260120,5.33,person-only
249,12720,260120,5.33,person-only
249,13600,260120,5.33,person-only
249,14420,260120,5.33,person-only
249,14430,260120,5.33,person-only
249,14470,260120,5.33,person-only
249,14590,260120,5.33,person-only
249,14700,260120,5.33,multimodal
249,15010,260120,5.33,person-only
249,15030,260120,5.33,person-only
249,15720,260120,5.33,multimodal
249,16240,260120,5.33,person-only
249,16460,260120,5.33,multimodal
249,16470,260120,5.33,multimodal
249,17040,260120,5.33,multimodal
249,17140,260120,5.33,person-only
249,17360,260120,5.33,multimodal
249,17510,260120,5.33,multimodal
249,17870,260120,5.33,person-only
249,18740,260120,5.33,multimodal
249,18770,260120,5.33,multimodal
249,18810,260120,5.33,multimodal
249,19010,260120,5.33,multimodal
249,19270,260120,5.33,multimodal
249,19310,260120,5.33,person-only
249,19500,260120,5.33,person-only
249,19890,260120,5.33,person-only
249,19980,260120,5.33,person-only
249,20500,260120,5.33,person-only
249,20880,260120,5.33,person-only
249,22390,260120,5.33,multimodal
249,22830,260120,5.33,speech-only
249,25140,260120,5.33,multimodal
249,25170,260120,5.33,multimodal
249,25380,260120,5.33,person-only
249,25860,260120,5.33,person-only
249,26080,260120,5.33,multimodal
249,26110,260120,5.33,person-only
249,26120,260120,5.33,person-only
249,26180,260120,5.33,person-only
249,26550,260120,5.33,multimodal
249,26670,260120,5.33,person-only
249,26700,260120,5.33,person-only
249,26720,260120,5.33,person-only
249,26800,260120,5.33,person-only
249,26880,260120,5.33,person-only
249,26900,260120,5.33,multimodal
249,27020,260120,5.33,person-only
249,27230,260120,5.33,multimodal
249,27290,260120,5.33,multimodal
249,27450,260120,5.33,person-only
249,28170,260120,5.33,person-only
249,28610,260120,5.33,person-only
249,29130,260120,5.33,person-only
249,29240,260120,5.33,person-only
249,29350,260120,5.33,person-only
249,29480,260120,5.33,person-only
249,29550,260120,5.33,person-only
249,30650,260120,5.33,speech-only
249,30790,260120,5.33,speech-only
249,30860,260120,5.33,multimodal
249,31020,260120,5.33,person-only
249,31090,260120,5.33,multimodal
249,31270,260120,5.33,person-only
249,31760,260120,5.33,person-only
249,31830,260120,5.33,person-only
249,31890,260120,5.33,person-only
249,31930,260120,5.33,person-only
249,32240,260120,5.33,multimodal
249,32280,260120,5.33,person-only
249,32430,260120,5.33,multimodal
249,32840,260120,5.33,person-only
249,33240,260120,5.33,multimodal
249,33440,260120,5.33,multimodal
249,33480,260120,5.33,multimodal
249,34010,260120,5.33,multimodal
249,34540,260120,5.33,multimodal
249,34980,260120,5.33,multimodal
249,35120,260120,5.33,multimodal
249,35300,260120,5.33,person-only
249,35460,260120,5.33,person-only
249,36060,260120,5.33,multimodal
249,36250,260120,5.33,person-only
249,36260,260120,5.33,person-only
249,37410,260120,5.33,person-only
249,37740,260120,5.33,multimodal
249,38040,260120,5.33,person-only
249,38070,260120,5.33,person-only
249,38840,260120,5.33,person-only
249,39050,260120,5.33,multimodal
249,39070,260120,5.33,multimodal
249,39100,260120,5.33,multimodal
251,340,260120,5.36,speech-only
251,830,260120,5.36,speech-only
251,2160,260120,5.36,speech-only
251,2380,260120,5.36,speech-only
251,7980,260120,5.36,person-only
251,15270,260120,5.36,speech-only
251,15530,260120,5.36,speech-only
251,16110,260120,5.36,speech-only
251,16160,260120,5.36,speech-only
251,17300,260120,5.36,speech-only
251,17380,260120,5.36,speech-only
251,18190,260120,5.36,speech-only
251,18930,260120,5.36,speech-only
251,24040,260120,5.36,person-only
251,25820,260120,5.36,person-only
251,25980,260120,5.36,multimodal
251,26150,260120,5.36,person-only
251,26280,260120,5.36,person-only
251,26420,260120,5.36,multimodal
251,28990,260120,5.36,speech-only
251,29120,260120,5.36,person-only
251,29750,260120,5.36,person-only
251,29940,260120,5.36,multimodal
251,31340,260120,5.36,speech-only
251,31840,260120,5.36,person-only
251,31890,260120,5.36,person-only
251,32180,260120,5.36,person-only
251,32300,260120,5.36,multimodal
259,0,260176,4.78,person-only
259,1500,260176,4.78,speech-only
259,1610,260176,4.78,person-only
259,1780,260176,4.78,person-only
259,1850,260176,4.78,multimodal
259,1900,260176,4.78,multimodal
259,2000,260176,4.78,speech-only
259,2080,260176,4.78,multimodal
259,2180,260176,4.78,person-only
259,2290,260176,4.78,multimodal
259,2420,260176,4.78,multimodal
259,2620,260176,4.78,multimodal
259,2780,260176,4.78,multimodal
259,2790,260176,4.78,multimodal
259,2800,260176,4.78,multimodal
259,2910,260176,4.78,person-only
259,2940,260176,4.78,multimodal
259,3850,260176,4.78,multimodal
259,3940,260176,4.78,speech-only
259,3980,260176,4.78,speech-only
259,4780,260176,4.78,multimodal
259,4940,260176,4.78,person-only
259,5250,260176,4.78,speech-only
259,5510,260176,4.78,speech-only
259,5970,260176,4.78,multimodal
259,6570,260176,4.78,person-only
259,7330,260176,4.78,person-only
259,9330,260176,4.78,speech-only
259,11070,260176,4.78,multimodal
259,11230,260176,4.78,multimodal
259,11570,260176,4.78,speech-only
259,11690,260176,4.78,speech-only
259,12210,260176,4.78,speech-only
259,12670,260176,4.78,multimodal
259,12920,260176,4.78,person-only
259,13450,260176,4.78,multimodal
259,13600,260176,4.78,speech-only
259,13800,260176,4.78,speech-only
259,14040,260176,4.78,person-only
259,14340,260176,4.78,person-only
259,14460,260176,4.78,multimodal
259,14540,260176,4.78,multimodal
259,14810,260176,4.78,person-only
259,14990,260176,4.78,multimodal
259,15010,260176,4.78,person-only
259,15040,260176,4.78,person-only
259,15370,260176,4.78,multimodal
259,15470,260176,4.78,speech-only
259,15890,260176,4.78,multimodal
259,16430,260176,4.78,multimodal
259,16650,260176,4.78,speech-only
259,17090,260176,4.78,multimodal
259,17760,260176,4.78,person-only
259,17790,260176,4.78,multimodal
259,17860,260176,4.78,multimodal
259,17880,260176,4.78,multimodal
259,17930,260176,4.78,person-only
259,19850,260176,4.78,speech-only
259,22240,260176,4.78,person-only
259,22510,260176,4.78,speech-only
259,22630,260176,4.78,speech-only
259,22790,260176,4.78,speech-only
259,24440,260176,4.78,person-only
259,25910,260176,4.78,person-only
259,27960,260176,4.78,speech-only
259,28150,260176,4.78,person-only
259,28850,260176,4.78,multimodal
259,29010,260176,4.78,multimodal
259,29390,260176,4.78,multimodal
259,29530,260176,4.78,person-only
259,29690,260176,4.78,multimodal
259,30310,260176,4.78,speech-only
259,30380,260176,4.78,person-only
259,31220,260176,4.78,person-only
259,31540,260176,4.78,person-only
259,31570,260176,4.78,multimodal
259,31990,260176,4.78,multimodal
259,32330,260176,4.78,speech-only
259,32860,260176,4.78,person-only
259,33690,260176,4.78,multimodal
259,34490,260176,4.78,multimodal
259,34560,260176,4.78,speech-only
259,35440,260176,4.78,multimodal
259,35750,260176,4.78,multimodal
259,35810,260176,4.78,multimodal
259,35820,260176,4.78,multimodal
259,35840,260176,4.78,multimodal
259,35970,260176,4.78,multimodal
259,35990,260176,4.78,person-only
259,36130,260176,4.78,multimodal
259,36230,260176,4.78,person-only
259,36520,260176,4.78,speech-only
259,36820,260176,4.78,speech-only
259,38220,260176,4.78,multimodal
259,39500,260176,4.78,person-only
259,41520,260176,4.78,speech-only
259,41840,260176,4.78,speech-only
259,41960,260176,4.78,speech-only
259,42290,260176,4.78,speech-only
259,42450,260176,4.78,person-only
259,42470,260176,4.78,speech-only
259,42630,260176,4.78,speech-only
259,42980,260176,4.78,multimodal
259,44640,260176,4.78,multimodal
259,44960,260176,4.78,multimodal
259,45400,260176,4.78,multimodal
259,45630,260176,4.78,multimodal
259,46630,260176,4.78,person-only
259,47970,260176,4.78,multimodal
259,48200,260176,4.78,multimodal
259,48250,260176,4.78,multimodal
259,48540,260176,4.78,speech-only
259,49140,260176,4.78,multimodal
259,51510,260176,4.78,multimodal
259,51540,260176,4.78,multimodal
259,51920,260176,4.78,speech-only
259,52500,260176,4.78,multimodal
259,52550,260176,4.78,multimodal
259,53840,260176,4.78,person-only
259,53850,260176,4.78,person-only
270,160,260478,4.79,person-only
270,240,260478,4.79,speech-only
270,520,260478,4.79,person-only
270,610,260478,4.79,speech-only
270,1450,260478,4.79,multimodal
270,2080,260478,4.79,multimodal
270,2130,260478,4.79,person-only
270,2250,260478,4.79,speech-only
270,2320,260478,4.79,speech-only
270,3380,260478,4.79,speech-only
270,4580,260478,4.79,speech-only
270,4720,260478,4.79,speech-only
270,5010,260478,4.79,speech-only
270,5500,260478,4.79,speech-only
270,5700,260478,4.79,person-only
270,6350,260478,4.79,multimodal
270,7630,260478,4.79,speech-only
270,7880,260478,4.79,multimodal
270,8250,260478,4.79,person-only
270,8900,260478,4.79,multimodal
270,9330,260478,4.79,multimodal
270,9440,260478,4.79,multimodal
270,9460,260478,4.79,multimodal
270,9990,260478,4.79,speech-only
270,10200,260478,4.79,speech-only
270,10240,260478,4.79,speech-only
270,11290,260478,4.79,speech-only
270,11840,260478,4.79,speech-only
270,11850,260478,4.79,speech-only
270,12370,260478,4.79,multimodal
270,12430,260478,4.79,speech-only
270,12930,260478,4.79,speech-only
270,13140,260478,4.79,speech-only
270,13450,260478,4.79,speech-only
270,13910,260478,4.79,speech-only
270,14010,260478,4.79,speech-only
270,14060,260478,4.79,speech-only
270,14360,260478,4.79,speech-only
270,15000,260478,4.79,speech-only
270,15050,260478,4.79,speech-only
270,16350,260478,4.79,speech-only
270,16360,260478,4.79,speech-only
270,16460,260478,4.79,speech-only
270,16770,260478,4.79,person-only
270,16890,260478,4.79,multimodal
270,17110,260478,4.79,multimodal
270,17180,260478,4.79,multimodal
270,17230,260478,4.79,person-only
270,17520,260478,4.79,speech-only
270,17660,260478,4.79,speech-only
270,17670,260478,4.79,speech-only
270,17830,260478,4.79,speech-only
270,18120,260478,4.79,speech-only
270,18240,260478,4.79,speech-only
270,18410,260478,4.79,speech-only
270,18710,260478,4.79,speech-only
270,19270,260478,4.79,multimodal
270,19630,260478,4.79,speech-only
270,19970,260478,4.79,speech-only
270,20630,260478,4.79,speech-only
270,20680,260478,4.79,speech-only
270,20760,260478,4.79,speech-only
270,20930,260478,4.79,speech-only
270,21080,260478,4.79,speech-only
270,21300,260478,4.79,speech-only
270,21390,260478,4.79,speech-only
270,21940,260478,4.79,speech-only
270,22750,260478,4.79,speech-only
270,23550,260478,4.79,speech-only
270,23630,260478,4.79,speech-only
270,23870,260478,4.79,speech-only
270,23990,260478,4.79,speech-only
270,24120,260478,4.79,speech-only
270,24370,260478,4.79,speech-only
270,24430,260478,4.79,speech-only
270,25180,260478,4.79,speech-only
270,25590,260478,4.79,speech-only
270,26040,260478,4.79,speech-only
270,26210,260478,4.79,speech-only
270,26490,260478,4.79,speech-only
270,26870,260478,4.79,speech-only
270,27310,260478,4.79,speech-only
270,27320,260478,4.79,speech-only
270,28020,260478,4.79,multimodal
270,28240,260478,4.79,multimodal
270,28380,260478,4.79,multimodal
270,28390,260478,4.79,multimodal
270,28710,260478,4.79,multimodal
270,29650,260478,4.79,speech-only
270,29790,260478,4.79,speech-only
270,30580,260478,4.79,multimodal
270,30890,260478,4.79,speech-only
270,31040,260478,4.79,speech-only
270,31560,260478,4.79,speech-only
270,31870,260478,4.79,speech-only
270,32480,260478,4.79,person-only
270,32590,260478,4.79,speech-only
270,32910,260478,4.79,speech-only
270,33080,260478,4.79,speech-only
270,33320,260478,4.79,person-only
270,33530,260478,4.79,multimodal
270,33730,260478,4.79,multimodal
270,35440,260478,4.79,speech-only
270,35490,260478,4.79,speech-only
270,36540,260478,4.79,speech-only
270,37450,260478,4.79,speech-only
270,37580,260478,4.79,speech-only
270,38140,260478,4.79,multimodal
270,38380,260478,4.79,speech-only
270,39770,260478,4.79,speech-only
270,39980,260478,4.79,multimodal
270,40170,260478,4.79,speech-only
270,40640,260478,4.79,speech-only
270,42020,260478,4.79,speech-only
270,42240,260478,4.79,person-only
270,42590,260478,4.79,speech-only
270,42850,260478,4.79,speech-only
270,43060,260478,4.79,speech-only
270,43310,260478,4.79,speech-only
270,43400,260478,4.79,speech-only
270,43910,260478,4.79,multimodal
270,44210,260478,4.79,multimodal
270,44630,260478,4.79,multimodal
270,44650,260478,4.79,multimodal
270,44760,260478,4.79,speech-only
270,45120,260478,4.79,speech-only
270,45130,260478,4.79,multimodal
270,45280,260478,4.79,multimodal
270,45560,260478,4.79,multimodal
270,46000,260478,4.79,speech-only
270,46590,260478,4.79,multimodal
270,47230,260478,4.79,speech-only
270,48030,260478,4.79,speech-only
270,48300,260478,4.79,speech-only
270,48680,260478,4.79,multimodal
270,48970,260478,4.79,speech-only
270,49870,260478,4.79,multimodal
270,50240,260478,4.79,person-only
270,51000,260478,4.79,person-only
270,51320,260478,4.79,speech-only
270,51480,260478,4.79,speech-only
270,51860,260478,4.79,speech-only
270,51960,260478,4.79,speech-only
270,51970,260478,4.79,speech-only
270,52040,260478,4.79,speech-only
270,52370,260478,4.79,speech-only
270,52700,260478,4.79,speech-only
270,52960,260478,4.79,speech-only
270,53540,260478,4.79,speech-only
275,850,260539,3.88,multimodal
275,1070,260539,3.88,multimodal
275,1670,260539,3.88,multimodal
275,1680,260539,3.88,multimodal
275,1820,260539,3.88,multimodal
275,2050,260539,3.88,multimodal
275,2100,260539,3.88,multimodal
275,2110,260539,3.88,multimodal
275,2690,260539,3.88,multimodal
275,2750,260539,3.88,multimodal
275,2960,260539,3.88,person-only
275,3300,260539,3.88,person-only
275,3550,260539,3.88,person-only
275,3920,260539,3.88,multimodal
275,4340,260539,3.88,multimodal
275,4710,260539,3.88,multimodal
275,5310,260539,3.88,multimodal
275,5560,260539,3.88,multimodal
275,5570,260539,3.88,multimodal
275,6750,260539,3.88,multimodal
275,7260,260539,3.88,multimodal
275,8350,260539,3.88,multimodal
275,8470,260539,3.88,multimodal
275,8570,260539,3.88,multimodal
275,9170,260539,3.88,multimodal
275,9200,260539,3.88,multimodal
275,9590,260539,3.88,multimodal
275,9640,260539,3.88,multimodal
275,9770,260539,3.88,multimodal
275,10090,260539,3.88,person-only
275,10700,260539,3.88,multimodal
275,10740,260539,3.88,multimodal
275,11430,260539,3.88,multimodal
275,11580,260539,3.88,multimodal
275,11740,260539,3.88,person-only
275,11940,260539,3.88,multimodal
275,12520,260539,3.88,person-only
275,12610,260539,3.88,multimodal
275,13240,260539,3.88,multimodal
275,13680,260539,3.88,multimodal
275,13720,260539,3.88,person-only
275,14240,260539,3.88,multimodal
275,14560,260539,3.88,person-only
275,14700,260539,3.88,person-only
275,14860,260539,3.88,multimodal
275,15710,260539,3.88,person-only
275,16000,260539,3.88,multimodal
275,16090,260539,3.88,multimodal
275,16670,260539,3.88,person-only
275,16910,260539,3.88,multimodal
275,17530,260539,3.88,person-only
275,18630,260539,3.88,person-only
275,19010,260539,3.88,multimodal
275,19220,260539,3.88,person-only
275,19760,260539,3.88,person-only
275,20290,260539,3.88,person-only
275,20340,260539,3.88,person-only
275,20820,260539,3.88,multimodal
275,21010,260539,3.88,multimodal
275,21260,260539,3.88,person-only
275,21970,260539,3.88,multimodal
275,22180,260539,3.88,multimodal
275,22220,260539,3.88,person-only
275,22410,260539,3.88,multimodal
275,23390,260539,3.88,person-only
275,23520,260539,3.88,person-only
275,24570,260539,3.88,multimodal
275,24650,260539,3.88,person-only
275,24720,260539,3.88,person-only
275,25040,260539,3.88,multimodal
275,25590,260539,3.88,person-only
275,26090,260539,3.88,person-only
275,26110,260539,3.88,multimodal
275,26970,260539,3.88,multimodal
275,27180,260539,3.88,person-only
275,27500,260539,3.88,person-only
275,27530,260539,3.88,person-only
275,28390,260539,3.88,person-only
275,28460,260539,3.88,person-only
275,28660,260539,3.88,multimodal
275,28740,260539,3.88,multimodal
275,28780,260539,3.88,person-only
275,28980,260539,3.88,person-only
275,29140,260539,3.88,person-only
275,30190,260539,3.88,person-only
275,30590,260539,3.88,multimodal
275,31160,260539,3.88,multimodal
275,31740,260539,3.88,multimodal
275,32020,260539,3.88,multimodal
275,32120,260539,3.88,multimodal
275,32830,260539,3.88,multimodal
275,33320,260539,3.88,multimodal
275,34050,260539,3.88,person-only
275,34280,260539,3.88,person-only
275,35120,260539,3.88,person-only
275,35130,260539,3.88,person-only
275,35630,260539,3.88,person-only
275,35690,260539,3.88,person-only
275,35850,260539,3.88,multimodal
275,35980,260539,3.88,multimodal
275,35990,260539,3.88,person-only
275,37140,260539,3.88,multimodal
275,37550,260539,3.88,multimodal
275,38040,260539,3.88,person-only
275,39130,260539,3.88,person-only
275,40300,260539,3.88,person-only
275,40890,260539,3.88,multimodal
275,41500,260539,3.88,person-only
275,41760,260539,3.88,multimodal
275,42980,260539,3.88,person-only
275,44310,260539,3.88,multimodal
275,45200,260539,3.88,person-only
275,45260,260539,3.88,multimodal
275,45460,260539,3.88,person-only
275,45540,260539,3.88,multimodal
275,45570,260539,3.88,multimodal
275,45750,260539,3.88,person-only
275,47480,260539,3.88,multimodal
275,48790,260539,3.88,person-only
275,49240,260539,3.88,person-only
